image,condition,purifier,band_lo,band_hi,rho,systematic_bias,inst_mag,surv_mag
task_attr_mod_color_6205,ig_d21,blur2,0.55,0.7,0.63086,0.00169,0.65544,0.53098
task_attr_mod_color_6205,ig_d21,blur2,0.7,0.85,0.51559,-0.00016,0.77164,0.62215
task_attr_mod_color_6205,ig_d21,blur2,0.85,1.05,0.45178,0.00913,0.8318,0.71337
task_attr_mod_color_6205,ig_d21,crop_resize0.1,0.0,0.12,0.99661,-0.00059,0.00673,0.02296
task_attr_mod_color_6205,ig_d21,crop_resize0.1,0.12,0.25,0.64139,-0.00215,0.31876,0.60401
task_attr_mod_color_6205,ig_d21,crop_resize0.1,0.25,0.4,0.51758,0.01337,0.47484,0.73666
task_attr_mod_color_6205,ig_d21,crop_resize0.1,0.4,0.55,0.41623,0.00544,0.57146,0.85837
task_attr_mod_color_6205,ig_d21,crop_resize0.1,0.55,0.7,0.34385,0.01823,0.65544,0.94373
task_attr_mod_color_6205,ig_d21,crop_resize0.1,0.7,0.85,0.27848,-0.02891,0.77164,0.99944
task_attr_mod_color_6205,ig_d21,crop_resize0.1,0.85,1.05,0.26134,0.00797,0.8318,1.0013
task_attr_mod_color_6205,ig_d21,crop_resize0.15,0.0,0.12,0.9944,-0.00053,0.00673,0.03441
task_attr_mod_color_6205,ig_d21,crop_resize0.15,0.12,0.25,0.60175,0.01275,0.31876,0.66351
task_attr_mod_color_6205,ig_d21,crop_resize0.15,0.25,0.4,0.48622,0.0018,0.47484,0.77784
task_attr_mod_color_6205,ig_d21,crop_resize0.15,0.4,0.55,0.39514,0.02233,0.57146,0.88961
task_attr_mod_color_6205,ig_d21,crop_resize0.15,0.55,0.7,0.3224,0.01624,0.65544,0.97311
task_attr_mod_color_6205,ig_d21,crop_resize0.15,0.7,0.85,0.27202,-0.01958,0.77164,1.00389
task_attr_mod_color_6205,ig_d21,crop_resize0.15,0.85,1.05,0.26239,0.00338,0.8318,0.98517
task_env_weather_112463,ig_d21,identity,0.0,0.12,1.0,0.0,0.00738,0.00738
task_env_weather_112463,ig_d21,identity,0.12,0.25,1.0,0.0,0.34823,0.34823
task_env_weather_112463,ig_d21,identity,0.25,0.4,1.0,0.0,0.53714,0.53714
task_env_weather_112463,ig_d21,identity,0.4,0.55,1.0,0.0,0.60748,0.60748
task_env_weather_112463,ig_d21,identity,0.55,0.7,1.0,0.0,0.67786,0.67786
task_env_weather_112463,ig_d21,identity,0.7,0.85,1.0,0.0,0.7995,0.7995
task_env_weather_112463,ig_d21,identity,0.85,1.05,1.0,0.0,0.85971,0.85971
task_env_weather_112463,ig_d21,jpeg75,0.0,0.12,0.99998,-1e-05,0.00738,0.00798
task_env_weather_112463,ig_d21,jpeg75,0.12,0.25,0.97918,4e-05,0.34823,0.36267
task_env_weather_112463,ig_d21,jpeg75,0.25,0.4,0.93663,-0.00069,0.53714,0.58035
task_env_weather_112463,ig_d21,jpeg75,0.4,0.55,0.75652,2e-05,0.60748,0.78053
task_env_weather_112463,ig_d21,jpeg75,0.55,0.7,0.51412,-0.00301,0.67786,1.00845
task_env_weather_112463,ig_d21,jpeg75,0.7,0.85,0.32558,-0.01903,0.7995,1.16282
task_env_weather_112463,ig_d21,jpeg75,0.85,1.05,0.2325,0.00411,0.85971,1.21014
task_env_weather_112463,ig_d21,jpeg50,0.0,0.12,0.99997,-0.0,0.00738,0.00842
task_env_weather_112463,ig_d21,jpeg50,0.12,0.25,0.96887,-0.00014,0.34823,0.37072
task_env_weather_112463,ig_d21,jpeg50,0.25,0.4,0.88721,-0.00219,0.53714,0.62251
task_env_weather_112463,ig_d21,jpeg50,0.4,0.55,0.60827,-0.00368,0.60748,0.89671
task_env_weather_112463,ig_d21,jpeg50,0.55,0.7,0.40568,-0.00341,0.67786,1.06828
task_env_weather_112463,ig_d21,jpeg50,0.7,0.85,0.27746,-0.00707,0.7995,1.16172
task_env_weather_112463,ig_d21,jpeg50,0.85,1.05,0.20658,-0.00463,0.85971,1.2003
task_env_weather_112463,ig_d21,jpeg30,0.0,0.12,0.99993,-2e-05,0.00738,0.0091
task_env_weather_112463,ig_d21,jpeg30,0.12,0.25,0.95416,-0.00021,0.34823,0.38352
task_env_weather_112463,ig_d21,jpeg30,0.25,0.4,0.82984,-0.00028,0.53714,0.66356
task_env_weather_112463,ig_d21,jpeg30,0.4,0.55,0.51261,0.01104,0.60748,0.96448
task_env_weather_112463,ig_d21,jpeg30,0.55,0.7,0.36235,-0.00176,0.67786,1.08367
task_env_weather_112463,ig_d21,jpeg30,0.7,0.85,0.24565,0.02906,0.7995,1.16614
task_env_weather_112463,ig_d21,jpeg30,0.85,1.05,0.1845,0.01912,0.85971,1.20755
task_env_weather_112463,ig_d21,blur1,0.0,0.12,1.0,0.0,0.00738,0.00695
task_env_weather_112463,ig_d21,blur1,0.12,0.25,0.99631,8e-05,0.34823,0.33767
task_env_weather_112463,ig_d21,blur1,0.25,0.4,0.9886,-0.00061,0.53714,0.53024
task_env_weather_112463,ig_d21,blur1,0.4,0.55,0.97037,-0.00044,0.60748,0.60404
task_env_weather_112463,ig_d21,blur1,0.55,0.7,0.94627,0.0011,0.67786,0.66955
task_env_weather_112463,ig_d21,blur1,0.7,0.85,0.91494,-0.00033,0.7995,0.79368
task_env_weather_112463,ig_d21,blur1,0.85,1.05,0.88942,0.00077,0.85971,0.86635
task_env_weather_112463,ig_d21,blur2,0.0,0.12,0.99998,2e-05,0.00738,0.00587
task_env_weather_112463,ig_d21,blur2,0.12,0.25,0.96961,0.00023,0.34823,0.31232
task_env_weather_112463,ig_d21,blur2,0.25,0.4,0.9011,-0.00323,0.53714,0.52509
task_env_weather_112463,ig_d21,blur2,0.4,0.55,0.75982,-0.00069,0.60748,0.60427
task_env_weather_112463,ig_d21,blur2,0.55,0.7,0.59301,-0.00239,0.67786,0.56475
task_env_weather_112463,ig_d21,blur2,0.7,0.85,0.46991,-0.00345,0.7995,0.6393
task_env_weather_112463,ig_d21,blur2,0.85,1.05,0.39004,0.00343,0.85971,0.75335
task_env_weather_112463,ig_d21,crop_resize0.1,0.0,0.12,0.99917,7e-05,0.00738,0.01069
task_env_weather_112463,ig_d21,crop_resize0.1,0.12,0.25,0.66332,0.008,0.34823,0.55306
task_env_weather_112463,ig_d21,crop_resize0.1,0.25,0.4,0.52785,-0.00957,0.53714,0.67851
task_env_weather_112463,ig_d21,crop_resize0.1,0.4,0.55,0.4526,0.001,0.60748,0.78107
task_env_weather_112463,ig_d21,crop_resize0.1,0.55,0.7,0.37117,-0.00467,0.67786,0.87654
task_env_weather_112463,ig_d21,crop_resize0.1,0.7,0.85,0.29894,-0.00737,0.7995,0.94642
task_env_weather_112463,ig_d21,crop_resize0.1,0.85,1.05,0.28655,0.00668,0.85971,0.92378
task_env_weather_112463,ig_d21,crop_resize0.15,0.0,0.12,0.9989,7e-05,0.00738,0.01344
task_env_weather_112463,ig_d21,crop_resize0.15,0.12,0.25,0.63056,0.00581,0.34823,0.60751
task_env_weather_112463,ig_d21,crop_resize0.15,0.25,0.4,0.50933,-0.00789,0.53714,0.71431
task_env_weather_112463,ig_d21,crop_resize0.15,0.4,0.55,0.40204,0.00908,0.60748,0.85203
task_env_weather_112463,ig_d21,crop_resize0.15,0.55,0.7,0.33451,-0.00162,0.67786,0.94133
task_env_weather_112463,ig_d21,crop_resize0.15,0.7,0.85,0.28334,0.00909,0.7995,0.97634
task_env_weather_112463,ig_d21,crop_resize0.15,0.85,1.05,0.26804,-0.0126,0.85971,0.95381
task_obj_remove_380621,ig_d21,identity,0.0,0.12,1.0,0.0,0.0078,0.0078
task_obj_remove_380621,ig_d21,identity,0.12,0.25,1.0,0.0,0.30353,0.30353
task_obj_remove_380621,ig_d21,identity,0.25,0.4,1.0,0.0,0.46432,0.46432
task_obj_remove_380621,ig_d21,identity,0.4,0.55,1.0,0.0,0.57296,0.57296
task_obj_remove_380621,ig_d21,identity,0.55,0.7,1.0,0.0,0.68416,0.68416
task_obj_remove_380621,ig_d21,identity,0.7,0.85,1.0,0.0,0.8322,0.8322
task_obj_remove_380621,ig_d21,identity,0.85,1.05,1.0,0.0,0.90733,0.90733
task_obj_remove_380621,ig_d21,jpeg75,0.0,0.12,0.99998,-1e-05,0.0078,0.00864
task_obj_remove_380621,ig_d21,jpeg75,0.12,0.25,0.98388,-0.00027,0.30353,0.31655
task_obj_remove_380621,ig_d21,jpeg75,0.25,0.4,0.96939,7e-05,0.46432,0.48804
task_obj_remove_380621,ig_d21,jpeg75,0.4,0.55,0.93322,-0.00103,0.57296,0.62411
task_obj_remove_380621,ig_d21,jpeg75,0.55,0.7,0.86007,0.00179,0.68416,0.77468
task_obj_remove_380621,ig_d21,jpeg75,0.7,0.85,0.72467,-0.00626,0.8322,0.97454
task_obj_remove_380621,ig_d21,jpeg75,0.85,1.05,0.57872,-0.00545,0.90733,1.1004
task_obj_remove_380621,ig_d21,jpeg50,0.0,0.12,0.99996,0.0,0.0078,0.00922
task_obj_remove_380621,ig_d21,jpeg50,0.12,0.25,0.97362,0.00081,0.30353,0.32532
task_obj_remove_380621,ig_d21,jpeg50,0.25,0.4,0.94185,0.00115,0.46432,0.51525
task_obj_remove_380621,ig_d21,jpeg50,0.4,0.55,0.87463,0.00206,0.57296,0.67236
task_obj_remove_380621,ig_d21,jpeg50,0.55,0.7,0.7579,0.00054,0.68416,0.83837
task_obj_remove_380621,ig_d21,jpeg50,0.7,0.85,0.55915,0.0043,0.8322,1.06285
task_obj_remove_380621,ig_d21,jpeg50,0.85,1.05,0.38303,-0.00753,0.90733,1.18586
task_obj_remove_380621,ig_d21,jpeg30,0.0,0.12,0.99992,0.0,0.0078,0.0098
task_obj_remove_380621,ig_d21,jpeg30,0.12,0.25,0.96093,0.0015,0.30353,0.33721
task_obj_remove_380621,ig_d21,jpeg30,0.25,0.4,0.90791,-0.00126,0.46432,0.54611
task_obj_remove_380621,ig_d21,jpeg30,0.4,0.55,0.80948,0.00485,0.57296,0.72076
task_obj_remove_380621,ig_d21,jpeg30,0.55,0.7,0.65904,0.00075,0.68416,0.89723
task_obj_remove_380621,ig_d21,jpeg30,0.7,0.85,0.43059,0.00142,0.8322,1.11362
task_obj_remove_380621,ig_d21,jpeg30,0.85,1.05,0.27644,-0.02018,0.90733,1.20169
task_obj_remove_380621,ig_d21,blur1,0.0,0.12,1.0,0.0,0.0078,0.00739
task_obj_remove_380621,ig_d21,blur1,0.12,0.25,0.99684,-0.00019,0.30353,0.29608
task_obj_remove_380621,ig_d21,blur1,0.25,0.4,0.98752,-0.00043,0.46432,0.46256
task_obj_remove_380621,ig_d21,blur1,0.4,0.55,0.97077,-0.00025,0.57296,0.57134
task_obj_remove_380621,ig_d21,blur1,0.55,0.7,0.94821,0.00064,0.68416,0.6795
task_obj_remove_380621,ig_d21,blur1,0.7,0.85,0.91724,0.00213,0.8322,0.82924
task_obj_remove_380621,ig_d21,blur1,0.85,1.05,0.89996,-0.0002,0.90733,0.90938
task_obj_remove_380621,ig_d21,blur2,0.0,0.12,0.99998,1e-05,0.0078,0.00635
task_obj_remove_380621,ig_d21,blur2,0.12,0.25,0.97242,-0.00067,0.30353,0.27884
task_obj_remove_380621,ig_d21,blur2,0.25,0.4,0.89896,-0.00233,0.46432,0.47254
task_obj_remove_380621,ig_d21,blur2,0.4,0.55,0.78335,0.00107,0.57296,0.5875
task_obj_remove_380621,ig_d21,blur2,0.55,0.7,0.60361,-0.01177,0.68416,0.63652
task_obj_remove_380621,ig_d21,blur2,0.7,0.85,0.46906,0.01579,0.8322,0.74881
task_obj_remove_380621,ig_d21,blur2,0.85,1.05,0.40777,-0.00082,0.90733,0.86051
task_obj_remove_380621,ig_d21,crop_resize0.1,0.0,0.12,0.9983,1e-05,0.0078,0.01628
task_obj_remove_380621,ig_d21,crop_resize0.1,0.12,0.25,0.69595,-0.00298,0.30353,0.52549
task_obj_remove_380621,ig_d21,crop_resize0.1,0.25,0.4,0.56432,-0.00826,0.46432,0.6642
task_obj_remove_380621,ig_d21,crop_resize0.1,0.4,0.55,0.43584,0.01708,0.57296,0.8345
task_obj_remove_380621,ig_d21,crop_resize0.1,0.55,0.7,0.33242,-0.03024,0.68416,0.95928
task_obj_remove_380621,ig_d21,crop_resize0.1,0.7,0.85,0.25274,-0.02294,0.8322,1.04901
task_obj_remove_380621,ig_d21,crop_resize0.1,0.85,1.05,0.22859,0.00484,0.90733,1.05073
task_obj_remove_380621,ig_d21,crop_resize0.15,0.0,0.12,0.99764,-0.00034,0.0078,0.02142
task_obj_remove_380621,ig_d21,crop_resize0.15,0.12,0.25,0.6558,-0.00079,0.30353,0.5869
task_obj_remove_380621,ig_d21,crop_resize0.15,0.25,0.4,0.52408,0.00142,0.46432,0.72759
task_obj_remove_380621,ig_d21,crop_resize0.15,0.4,0.55,0.3794,0.01533,0.57296,0.92243
task_obj_remove_380621,ig_d21,crop_resize0.15,0.55,0.7,0.29459,-0.04647,0.68416,1.02672
task_obj_remove_380621,ig_d21,crop_resize0.15,0.7,0.85,0.22968,0.00962,0.8322,1.07902
task_obj_remove_380621,ig_d21,crop_resize0.15,0.85,1.05,0.22648,0.02188,0.90733,1.04071
task_obj_swap_joint_mask_276754,ig_d21,identity,0.0,0.12,1.0,0.0,0.02308,0.02308
task_obj_swap_joint_mask_276754,ig_d21,identity,0.12,0.25,1.0,0.0,0.40999,0.40999
task_obj_swap_joint_mask_276754,ig_d21,identity,0.25,0.4,1.0,0.0,0.54213,0.54213
task_obj_swap_joint_mask_276754,ig_d21,identity,0.4,0.55,1.0,0.0,0.62534,0.62534
task_obj_swap_joint_mask_276754,ig_d21,identity,0.55,0.7,1.0,0.0,0.70551,0.70551
task_obj_swap_joint_mask_276754,ig_d21,identity,0.7,0.85,1.0,0.0,0.80645,0.80645
task_obj_swap_joint_mask_276754,ig_d21,identity,0.85,1.05,1.0,0.0,0.87092,0.87092
task_obj_swap_joint_mask_276754,ig_d21,jpeg75,0.0,0.12,0.99984,7e-05,0.02308,0.02544
task_obj_swap_joint_mask_276754,ig_d21,jpeg75,0.12,0.25,0.97397,0.00122,0.40999,0.42019
task_obj_swap_joint_mask_276754,ig_d21,jpeg75,0.25,0.4,0.97456,-7e-05,0.54213,0.54415
task_obj_swap_joint_mask_276754,ig_d21,jpeg75,0.4,0.55,0.96585,0.00153,0.62534,0.62933
task_obj_swap_joint_mask_276754,ig_d21,jpeg75,0.55,0.7,0.9211,-0.00053,0.70551,0.73564
task_obj_swap_joint_mask_276754,ig_d21,jpeg75,0.7,0.85,0.80938,0.00208,0.80645,0.89311
task_obj_swap_joint_mask_276754,ig_d21,jpeg75,0.85,1.05,0.63017,0.00396,0.87092,1.04318
task_obj_swap_joint_mask_276754,ig_d21,jpeg50,0.0,0.12,0.99952,4e-05,0.02308,0.02735
task_obj_swap_joint_mask_276754,ig_d21,jpeg50,0.12,0.25,0.95868,0.00201,0.40999,0.42949
task_obj_swap_joint_mask_276754,ig_d21,jpeg50,0.25,0.4,0.95783,-0.00074,0.54213,0.55224
task_obj_swap_joint_mask_276754,ig_d21,jpeg50,0.4,0.55,0.92224,-0.00259,0.62534,0.66285
task_obj_swap_joint_mask_276754,ig_d21,jpeg50,0.55,0.7,0.8041,-0.00324,0.70551,0.80925
task_obj_swap_joint_mask_276754,ig_d21,jpeg50,0.7,0.85,0.57609,-0.00457,0.80645,1.03936
task_obj_swap_joint_mask_276754,ig_d21,jpeg50,0.85,1.05,0.34241,0.00556,0.87092,1.2098
task_obj_swap_joint_mask_276754,ig_d21,jpeg30,0.0,0.12,0.99933,0.00011,0.02308,0.02893
task_obj_swap_joint_mask_276754,ig_d21,jpeg30,0.12,0.25,0.94043,0.0021,0.40999,0.44332
task_obj_swap_joint_mask_276754,ig_d21,jpeg30,0.25,0.4,0.93067,0.00278,0.54213,0.57349
task_obj_swap_joint_mask_276754,ig_d21,jpeg30,0.4,0.55,0.85352,0.00061,0.62534,0.70624
task_obj_swap_joint_mask_276754,ig_d21,jpeg30,0.55,0.7,0.66075,0.00222,0.70551,0.91235
task_obj_swap_joint_mask_276754,ig_d21,jpeg30,0.7,0.85,0.38199,0.00247,0.80645,1.15674
task_obj_swap_joint_mask_276754,ig_d21,jpeg30,0.85,1.05,0.21211,-0.01589,0.87092,1.26262
task_obj_swap_joint_mask_276754,ig_d21,blur1,0.0,0.12,1.0,1e-05,0.02308,0.02211
task_obj_swap_joint_mask_276754,ig_d21,blur1,0.12,0.25,0.99575,-8e-05,0.40999,0.40215
task_obj_swap_joint_mask_276754,ig_d21,blur1,0.25,0.4,0.98497,-4e-05,0.54213,0.54056
task_obj_swap_joint_mask_276754,ig_d21,blur1,0.4,0.55,0.96678,-0.00059,0.62534,0.62473
task_obj_swap_joint_mask_276754,ig_d21,blur1,0.55,0.7,0.94374,-7e-05,0.70551,0.70501
task_obj_swap_joint_mask_276754,ig_d21,blur1,0.7,0.85,0.9155,0.00022,0.80645,0.80479
task_obj_swap_joint_mask_276754,ig_d21,blur1,0.85,1.05,0.90444,0.00047,0.87092,0.87408
task_obj_swap_joint_mask_276754,ig_d21,blur2,0.0,0.12,0.99995,3e-05,0.02308,0.01968
task_obj_swap_joint_mask_276754,ig_d21,blur2,0.12,0.25,0.96033,-0.00048,0.40999,0.38592
task_obj_swap_joint_mask_276754,ig_d21,blur2,0.25,0.4,0.87535,-0.00209,0.54213,0.55565
task_obj_swap_joint_mask_276754,ig_d21,blur2,0.4,0.55,0.75393,-0.00232,0.62534,0.65545
task_obj_swap_joint_mask_276754,ig_d21,blur2,0.55,0.7,0.57645,-0.00112,0.70551,0.70719
task_obj_swap_joint_mask_276754,ig_d21,blur2,0.7,0.85,0.47291,-0.01026,0.80645,0.8102
task_obj_swap_joint_mask_276754,ig_d21,blur2,0.85,1.05,0.43321,0.00277,0.87092,0.89273
task_obj_swap_joint_mask_276754,ig_d21,crop_resize0.1,0.0,0.12,0.99573,-0.00057,0.02308,0.03295
task_obj_swap_joint_mask_276754,ig_d21,crop_resize0.1,0.12,0.25,0.61234,0.01483,0.40999,0.63001
task_obj_swap_joint_mask_276754,ig_d21,crop_resize0.1,0.25,0.4,0.50683,0.0166,0.54213,0.72072
task_obj_swap_joint_mask_276754,ig_d21,crop_resize0.1,0.4,0.55,0.41825,-0.00165,0.62534,0.83128
task_obj_swap_joint_mask_276754,ig_d21,crop_resize0.1,0.55,0.7,0.33544,-0.00045,0.70551,0.92236
task_obj_swap_joint_mask_276754,ig_d21,crop_resize0.1,0.7,0.85,0.26343,-0.02371,0.80645,0.99576
task_obj_swap_joint_mask_276754,ig_d21,crop_resize0.1,0.85,1.05,0.22863,-0.00015,0.87092,1.03453
task_obj_swap_joint_mask_276754,ig_d21,crop_resize0.15,0.0,0.12,0.99435,-0.00086,0.02308,0.04082
task_obj_swap_joint_mask_276754,ig_d21,crop_resize0.15,0.12,0.25,0.58651,0.0219,0.40999,0.66859
task_obj_swap_joint_mask_276754,ig_d21,crop_resize0.15,0.25,0.4,0.4773,0.01081,0.54213,0.77135
task_obj_swap_joint_mask_276754,ig_d21,crop_resize0.15,0.4,0.55,0.38014,-0.02272,0.62534,0.89033
task_obj_swap_joint_mask_276754,ig_d21,crop_resize0.15,0.55,0.7,0.31285,-0.01622,0.70551,0.96935
task_obj_swap_joint_mask_276754,ig_d21,crop_resize0.15,0.7,0.85,0.24674,-0.01675,0.80645,1.03479
task_obj_swap_joint_mask_276754,ig_d21,crop_resize0.15,0.85,1.05,0.22396,-0.00191,0.87092,1.04817
task_attr_mod_color_11699,ig_d25,identity,0.0,0.12,1.0,0.0,0.00725,0.00725
task_attr_mod_color_11699,ig_d25,identity,0.12,0.25,1.0,0.0,0.35416,0.35416
task_attr_mod_color_11699,ig_d25,identity,0.25,0.4,1.0,0.0,0.48042,0.48042
task_attr_mod_color_11699,ig_d25,identity,0.4,0.55,1.0,0.0,0.58893,0.58893
task_attr_mod_color_11699,ig_d25,identity,0.55,0.7,1.0,0.0,0.69128,0.69128
task_attr_mod_color_11699,ig_d25,identity,0.7,0.85,1.0,0.0,0.79584,0.79584
task_attr_mod_color_11699,ig_d25,identity,0.85,1.05,1.0,0.0,0.87257,0.87257
task_attr_mod_color_11699,ig_d25,jpeg75,0.0,0.12,0.99998,-2e-05,0.00725,0.00789
task_attr_mod_color_11699,ig_d25,jpeg75,0.12,0.25,0.97998,0.00018,0.35416,0.36831
task_attr_mod_color_11699,ig_d25,jpeg75,0.25,0.4,0.95763,0.00098,0.48042,0.51049
task_attr_mod_color_11699,ig_d25,jpeg75,0.4,0.55,0.9167,-0.00039,0.58893,0.65095
task_attr_mod_color_11699,ig_d25,jpeg75,0.55,0.7,0.83916,0.00065,0.69128,0.80159
task_attr_mod_color_11699,ig_d25,jpeg75,0.7,0.85,0.69371,-0.00605,0.79584,0.96887
task_attr_mod_color_11699,ig_d25,jpeg75,0.85,1.05,0.49732,0.0033,0.87257,1.12536
task_attr_mod_color_11699,ig_d25,jpeg50,0.0,0.12,0.99997,-3e-05,0.00725,0.00836
task_attr_mod_color_11699,ig_d25,jpeg50,0.12,0.25,0.96957,0.00098,0.35416,0.3777
task_attr_mod_color_11699,ig_d25,jpeg50,0.25,0.4,0.94266,-0.00119,0.48042,0.52304
task_attr_mod_color_11699,ig_d25,jpeg50,0.4,0.55,0.87552,6e-05,0.58893,0.68013
task_attr_mod_color_11699,ig_d25,jpeg50,0.55,0.7,0.74843,0.00291,0.69128,0.85826
task_attr_mod_color_11699,ig_d25,jpeg50,0.7,0.85,0.5322,0.01962,0.79584,1.06264
task_attr_mod_color_11699,ig_d25,jpeg50,0.85,1.05,0.31854,-0.00037,0.87257,1.20517
task_attr_mod_color_11699,ig_d25,jpeg30,0.0,0.12,0.99994,-3e-05,0.00725,0.00859
task_attr_mod_color_11699,ig_d25,jpeg30,0.12,0.25,0.96159,-0.00073,0.35416,0.38063
task_attr_mod_color_11699,ig_d25,jpeg30,0.25,0.4,0.92784,-0.00049,0.48042,0.53026
task_attr_mod_color_11699,ig_d25,jpeg30,0.4,0.55,0.83369,-0.00243,0.58893,0.69768
task_attr_mod_color_11699,ig_d25,jpeg30,0.55,0.7,0.66,0.00253,0.69128,0.89831
task_attr_mod_color_11699,ig_d25,jpeg30,0.7,0.85,0.4078,0.00274,0.79584,1.10543
task_attr_mod_color_11699,ig_d25,jpeg30,0.85,1.05,0.24134,-0.01445,0.87257,1.1972
task_attr_mod_color_11699,ig_d25,blur1,0.0,0.12,1.0,-0.0,0.00725,0.00687
task_attr_mod_color_11699,ig_d25,blur1,0.12,0.25,0.99682,8e-05,0.35416,0.34588
task_attr_mod_color_11699,ig_d25,blur1,0.25,0.4,0.98863,-4e-05,0.48042,0.47607
task_attr_mod_color_11699,ig_d25,blur1,0.4,0.55,0.97187,-0.00031,0.58893,0.58454
task_attr_mod_color_11699,ig_d25,blur1,0.55,0.7,0.94932,-0.00061,0.69128,0.68485
task_attr_mod_color_11699,ig_d25,blur1,0.7,0.85,0.92084,0.00108,0.79584,0.79028
task_attr_mod_color_11699,ig_d25,blur1,0.85,1.05,0.90384,-0.00072,0.87257,0.87512
task_attr_mod_color_11699,ig_d25,blur2,0.0,0.12,0.99997,-1e-05,0.00725,0.0059
task_attr_mod_color_11699,ig_d25,blur2,0.12,0.25,0.97067,0.00033,0.35416,0.32582
task_attr_mod_color_11699,ig_d25,blur2,0.25,0.4,0.90481,0.001,0.48042,0.47863
task_attr_mod_color_11699,ig_d25,blur2,0.4,0.55,0.78613,-0.00216,0.58893,0.5903
task_attr_mod_color_11699,ig_d25,blur2,0.55,0.7,0.59837,0.00318,0.69128,0.62597
task_attr_mod_color_11699,ig_d25,blur2,0.7,0.85,0.48996,0.00489,0.79584,0.70958
task_attr_mod_color_11699,ig_d25,blur2,0.85,1.05,0.42225,-0.00239,0.87257,0.80846
task_attr_mod_color_11699,ig_d25,crop_resize0.1,0.0,0.12,0.99788,-0.00018,0.00725,0.01531
task_attr_mod_color_11699,ig_d25,crop_resize0.1,0.12,0.25,0.65212,-0.02311,0.35416,0.5775
task_attr_mod_color_11699,ig_d25,crop_resize0.1,0.25,0.4,0.54588,0.00046,0.48042,0.68579
task_attr_mod_color_11699,ig_d25,crop_resize0.1,0.4,0.55,0.4416,-0.0193,0.58893,0.80746
task_attr_mod_color_11699,ig_d25,crop_resize0.1,0.55,0.7,0.35829,-0.02985,0.69128,0.89939
task_attr_mod_color_11699,ig_d25,crop_resize0.1,0.7,0.85,0.29466,0.0056,0.79584,0.97617
task_attr_mod_color_11699,ig_d25,crop_resize0.1,0.85,1.05,0.26298,-0.00673,0.87257,0.98377
task_attr_mod_color_11699,ig_d25,crop_resize0.15,0.0,0.12,0.99606,-5e-05,0.00725,0.02437
task_attr_mod_color_11699,ig_d25,crop_resize0.15,0.12,0.25,0.5959,-0.02373,0.35416,0.65866
task_attr_mod_color_11699,ig_d25,crop_resize0.15,0.25,0.4,0.50024,0.00254,0.48042,0.75486
task_attr_mod_color_11699,ig_d25,crop_resize0.15,0.4,0.55,0.39919,-0.02136,0.58893,0.87712
task_attr_mod_color_11699,ig_d25,crop_resize0.15,0.55,0.7,0.32669,0.00203,0.69128,0.95845
task_attr_mod_color_11699,ig_d25,crop_resize0.15,0.7,0.85,0.28198,0.00398,0.79584,0.99222
task_attr_mod_color_11699,ig_d25,crop_resize0.15,0.85,1.05,0.24398,-0.00566,0.87257,1.01274
task_attr_mod_color_136767,ig_d25,identity,0.0,0.12,1.0,0.0,0.01572,0.01572
task_attr_mod_color_136767,ig_d25,identity,0.12,0.25,1.0,0.0,0.39757,0.39757
task_attr_mod_color_136767,ig_d25,identity,0.25,0.4,1.0,0.0,0.61736,0.61736
task_attr_mod_color_136767,ig_d25,identity,0.4,0.55,1.0,0.0,0.72263,0.72263
task_attr_mod_color_136767,ig_d25,identity,0.55,0.7,1.0,0.0,0.81694,0.81694
task_attr_mod_color_136767,ig_d25,identity,0.7,0.85,1.0,0.0,0.92954,0.92954
task_attr_mod_color_136767,ig_d25,identity,0.85,1.05,1.0,0.0,1.00379,1.00379
task_attr_mod_color_136767,ig_d25,jpeg75,0.0,0.12,0.99996,2e-05,0.01572,0.01671
task_attr_mod_color_136767,ig_d25,jpeg75,0.12,0.25,0.9817,4e-05,0.39757,0.40832
task_attr_mod_color_136767,ig_d25,jpeg75,0.25,0.4,0.96433,-0.00016,0.61736,0.6362
task_attr_mod_color_136767,ig_d25,jpeg75,0.4,0.55,0.93154,0.0,0.72263,0.75818
task_attr_mod_color_136767,ig_d25,jpeg75,0.55,0.7,0.8363,0.00109,0.81694,0.89928
task_attr_mod_color_136767,ig_d25,jpeg75,0.7,0.85,0.65847,-0.00251,0.92954,1.09151
task_attr_mod_color_136767,ig_d25,jpeg75,0.85,1.05,0.43261,0.004,1.00379,1.23939
task_attr_mod_color_136767,ig_d25,jpeg50,0.0,0.12,0.99989,-3e-05,0.01572,0.01746
task_attr_mod_color_136767,ig_d25,jpeg50,0.12,0.25,0.97305,-0.00067,0.39757,0.41338
task_attr_mod_color_136767,ig_d25,jpeg50,0.25,0.4,0.94376,-9e-05,0.61736,0.64665
task_attr_mod_color_136767,ig_d25,jpeg50,0.4,0.55,0.8725,0.00432,0.72263,0.79296
task_attr_mod_color_136767,ig_d25,jpeg50,0.55,0.7,0.70865,-0.00024,0.81694,0.97437
task_attr_mod_color_136767,ig_d25,jpeg50,0.7,0.85,0.46922,0.00202,0.92954,1.18655
task_attr_mod_color_136767,ig_d25,jpeg50,0.85,1.05,0.24552,0.03192,1.00379,1.31222
task_attr_mod_color_136767,ig_d25,jpeg30,0.0,0.12,0.99987,-0.0,0.01572,0.01771
task_attr_mod_color_136767,ig_d25,jpeg30,0.12,0.25,0.96438,0.00145,0.39757,0.41748
