image,mode,gate,theta,dists,lpips,psnr,ssim,rms,linf,clip_fraction,degenerate_fraction,n_params
task_attr_mod_color_6205,shared_plane,texture,0.4,6.9e-05,0.000633,54.3471,0.999949,0.001914,0.078431,0.001111,0.0,381
task_attr_mod_color_6205,shared_plane,texture,0.7,0.000263,0.002465,49.5481,0.999853,0.00333,0.13222,0.001266,0.0,381
task_attr_mod_color_6205,shared_plane,texture,1.1,0.001074,0.007082,45.7325,0.999647,0.005168,0.19289,0.001523,0.0,381
task_attr_mod_color_6205,shared_plane,texture,1.6,0.002725,0.015262,42.673,0.999264,0.00735,0.247874,0.001878,0.0,381
task_attr_mod_color_6205,shared_plane,texture,2.2,0.005893,0.026231,40.2151,0.998646,0.009755,0.330691,0.002319,0.0,381
task_attr_mod_color_6205,shared_plane,texture,3.141592653589793,0.010704,0.042416,37.7645,0.997475,0.012935,0.40885,0.003005,0.0,381
task_attr_mod_color_6205,shared_plane,band,0.1,2.7e-05,0.000434,58.0245,0.999973,0.001251,0.029059,0.001031,0.0,381
task_attr_mod_color_6205,shared_plane,band,0.2,0.000143,0.002287,52.0399,0.9999,0.002498,0.057532,0.001176,0.0,381
task_attr_mod_color_6205,shared_plane,band,0.4,0.001399,0.011161,46.0842,0.999607,0.004963,0.111592,0.00161,0.0,381
task_attr_mod_color_6205,shared_plane,band,0.7,0.006385,0.032889,41.3738,0.998813,0.008537,0.181521,0.002364,0.0,381
task_attr_mod_color_6205,shared_plane,band,1.1,0.017139,0.065733,37.7497,0.997133,0.012957,0.27406,0.003419,0.0,381
task_attr_mod_color_6205,shared_plane,band,1.6,0.034481,0.103215,35.0304,0.994293,0.01772,0.371587,0.004623,0.0,381
task_attr_mod_color_6205,shared_plane,band,2.2,0.053853,0.136799,33.1637,0.990718,0.021969,0.43221,0.00565,0.0,381
task_attr_mod_color_6205,shared_plane,band,3.141592653589793,0.065606,0.156751,32.1685,0.988084,0.024636,0.415973,0.006275,0.0,381
task_attr_mod_color_6205,gain,texture,0.1,0.000945,0.001283,51.0611,0.999638,0.002797,0.081718,0.001301,0.0,774144
task_attr_mod_color_6205,gain,texture,0.2,0.003755,0.005485,45.0625,0.99858,0.005582,0.133754,0.001771,0.0,774144
task_attr_mod_color_6205,gain,texture,0.4,0.01343,0.021615,39.0615,0.994441,0.011141,0.26236,0.00325,0.0,774144
task_attr_mod_color_6205,gain,texture,0.7,0.036816,0.057145,34.1915,0.983569,0.019517,0.451728,0.006084,0.0,774144
task_attr_mod_color_6205,gain,texture,1.1,0.075723,0.11082,30.1704,0.961262,0.031008,0.712084,0.011233,0.0,774144
task_attr_mod_color_6205,gain,texture,1.6,0.117386,0.177176,26.7634,0.92256,0.045901,0.988235,0.019337,0.0,774144
task_attr_mod_color_6205,gain,texture,2.2,0.152749,0.252862,23.7798,0.862022,0.064716,0.988235,0.031724,0.0,774144
task_attr_mod_color_6205,gain,texture,3.141592653589793,0.196539,0.36241,20.2899,0.740155,0.096717,1.0,0.056028,0.0,774144
task_attr_mod_color_6205,gain,band,0.1,0.008283,0.013215,42.5831,0.997039,0.007427,0.109316,0.002481,0.0,774144
task_attr_mod_color_6205,gain,band,0.2,0.033753,0.045333,36.5993,0.98848,0.014792,0.214736,0.005128,0.0,774144
task_attr_mod_color_6205,gain,band,0.4,0.103902,0.119869,30.5587,0.957047,0.029653,0.418077,0.011805,0.0,774144
task_attr_mod_color_6205,gain,band,0.7,0.17632,0.213645,25.4908,0.883951,0.053145,0.719532,0.025759,0.0,774144
task_attr_mod_color_6205,gain,band,1.1,0.231637,0.30773,21.2281,0.764501,0.086815,0.988235,0.053982,0.0,774144
task_attr_mod_color_6205,gain,band,1.6,0.276103,0.394818,17.5315,0.615516,0.132869,1.0,0.101985,0.0,774144
task_attr_mod_color_6205,gain,band,2.2,0.324926,0.48302,14.3194,0.463717,0.192323,1.0,0.177696,0.0,774144
task_attr_mod_color_6205,gain,band,3.141592653589793,0.390904,0.602921,10.9643,0.28523,0.282998,1.0,0.322174,0.0,774144
task_env_weather_112463,plane,texture,0.1,6e-06,0.000115,64.4283,0.999988,0.000592,0.017646,0.000403,0.0,1560576
task_env_weather_112463,plane,texture,0.2,2.6e-05,0.000476,58.5044,0.999964,0.001184,0.034975,0.000411,0.0,1560576
task_env_weather_112463,plane,texture,0.4,0.000101,0.002307,52.5261,0.999862,0.002362,0.068353,0.000446,0.0,1560576
task_env_weather_112463,plane,texture,0.7,0.000289,0.009969,47.7217,0.999582,0.004109,0.114042,0.000515,0.0,1560576
task_env_weather_112463,plane,texture,1.1,0.000657,0.03283,43.9082,0.998987,0.006376,0.163813,0.000623,0.0,1560576
task_env_weather_112463,plane,texture,1.6,0.001332,0.072831,40.8587,0.997931,0.009058,0.221459,0.000759,0.0,1560576
task_env_weather_112463,plane,texture,2.2,0.00295,0.115469,38.4327,0.996347,0.011977,0.267471,0.000926,0.0,1560576
task_env_weather_112463,plane,texture,3.141592653589793,0.005428,0.158489,36.0763,0.99375,0.01571,0.353531,0.001158,0.0,1560576
task_env_weather_112463,plane,band,0.1,3.9e-05,0.000497,57.4457,0.999967,0.001338,0.028356,0.000439,0.0,1560576
task_env_weather_112463,plane,band,0.2,0.000179,0.00255,51.4607,0.999878,0.002671,0.055805,0.000519,0.0,1560576
task_env_weather_112463,plane,band,0.4,0.00113,0.014822,45.5033,0.999513,0.005306,0.1069,0.000718,0.0,1560576
task_env_weather_112463,plane,band,0.7,0.004182,0.055148,40.7855,0.99853,0.009135,0.172653,0.001013,0.0,1560576
task_env_weather_112463,plane,band,1.1,0.013445,0.118912,37.1478,0.996499,0.013887,0.265675,0.00138,0.0,1560576
task_env_weather_112463,plane,band,1.6,0.026015,0.177782,34.4201,0.99316,0.01901,0.387545,0.001844,0.0,1560576
task_env_weather_112463,plane,band,2.2,0.036508,0.219616,32.5494,0.989041,0.023579,0.539283,0.002204,0.0,1560576
task_env_weather_112463,plane,band,3.141592653589793,0.041668,0.241705,31.5517,0.985894,0.026449,0.597376,0.002446,0.0,1560576
task_env_weather_112463,shared_plane,texture,0.1,4e-06,0.000101,65.1284,0.999991,0.000545,0.011669,0.000416,0.0,381
task_env_weather_112463,shared_plane,texture,0.2,1.4e-05,0.000415,59.2203,0.999975,0.001089,0.023674,0.000435,0.0,381
task_env_weather_112463,shared_plane,texture,0.4,6e-05,0.001969,53.2458,0.999902,0.002174,0.04851,0.000468,0.0,381
task_env_weather_112463,shared_plane,texture,0.7,0.000199,0.008262,48.4406,0.999704,0.003783,0.087125,0.000526,0.0,381
task_env_weather_112463,shared_plane,texture,1.1,0.000545,0.026867,44.6238,0.999267,0.005872,0.13912,0.000629,0.0,381
task_env_weather_112463,shared_plane,texture,1.6,0.001367,0.06199,41.5727,0.998455,0.008343,0.200572,0.000729,0.0,381
task_env_weather_112463,shared_plane,texture,2.2,0.002794,0.102237,39.1478,0.997152,0.01103,0.261649,0.000879,0.0,381
task_env_weather_112463,shared_plane,texture,3.141592653589793,0.005435,0.142892,36.808,0.994852,0.014441,0.312102,0.001071,0.0,381
task_env_weather_112463,shared_plane,band,0.1,2e-05,0.000384,58.5016,0.999978,0.001184,0.020042,0.00045,0.0,381
task_env_weather_112463,shared_plane,band,0.2,8.5e-05,0.001868,52.5192,0.99992,0.002364,0.040615,0.00053,0.0,381
task_env_weather_112463,shared_plane,band,0.4,0.00065,0.010482,46.5529,0.999673,0.004702,0.082529,0.00068,0.0,381
task_env_weather_112463,shared_plane,band,0.7,0.002149,0.041351,41.8198,0.998992,0.008109,0.149321,0.000919,0.0,381
task_env_weather_112463,shared_plane,band,1.1,0.006454,0.098228,38.167,0.997512,0.012349,0.237964,0.001265,0.0,381
task_env_weather_112463,shared_plane,band,1.6,0.015527,0.155682,35.4271,0.994931,0.016929,0.326019,0.001633,0.0,381
task_env_weather_112463,shared_plane,band,2.2,0.025175,0.197161,33.5535,0.991555,0.021005,0.371052,0.002013,0.0,381
task_env_weather_112463,shared_plane,band,3.141592653589793,0.032287,0.219923,32.5673,0.98895,0.02353,0.417182,0.002268,0.0,381
task_env_weather_112463,gain,texture,0.1,0.001261,0.004071,50.0091,0.999145,0.003157,0.058986,0.000493,0.0,774144
task_env_weather_112463,gain,texture,0.2,0.005489,0.015532,43.9719,0.996573,0.006329,0.11711,0.000718,0.0,774144
task_env_weather_112463,gain,texture,0.4,0.016691,0.056919,37.8666,0.986289,0.012784,0.231646,0.001277,0.0,774144
task_env_weather_112463,gain,texture,0.7,0.045368,0.139403,32.7876,0.958143,0.022941,0.402404,0.002922,0.0,774144
task_env_weather_112463,gain,texture,1.1,0.08737,0.246287,28.4007,0.897742,0.038016,0.637196,0.00698,0.0,774144
task_env_weather_112463,gain,texture,1.6,0.133115,0.354549,24.3799,0.791432,0.060396,0.737255,0.017223,0.0,774144
task_env_weather_112463,gain,texture,2.2,0.192058,0.453548,20.5635,0.642384,0.093718,0.888802,0.042463,0.0,774144
task_env_weather_112463,gain,texture,3.141592653589793,0.295963,0.566313,15.8618,0.442161,0.161031,1.0,0.119881,0.0,774144
task_env_weather_112463,gain,band,0.1,0.005294,0.014587,42.883,0.996905,0.007175,0.099054,0.001074,0.0,774144
task_env_weather_112463,gain,band,0.2,0.023716,0.052208,36.845,0.987767,0.014379,0.201171,0.002122,0.0,774144
task_env_weather_112463,gain,band,0.4,0.067555,0.154832,30.7406,0.953059,0.029038,0.374457,0.005769,0.0,774144
task_env_weather_112463,gain,band,0.7,0.128783,0.295624,25.6551,0.868307,0.052149,0.661245,0.015953,0.0,774144
task_env_weather_112463,gain,band,1.1,0.199762,0.424402,21.2907,0.719318,0.086192,0.960784,0.041424,0.0,774144
task_env_weather_112463,gain,band,1.6,0.28036,0.522358,17.3653,0.524229,0.135437,0.996078,0.094882,0.0,774144
task_env_weather_112463,gain,band,2.2,0.340314,0.606728,13.7875,0.335647,0.204468,1.0,0.19524,0.0,774144
task_env_weather_112463,gain,band,3.141592653589793,0.412663,0.716579,10.0085,0.178128,0.315919,1.0,0.417117,0.0,774144
task_obj_remove_380621,plane,texture,0.1,0.000122,0.000107,61.0933,0.999988,0.000876,0.02113,0.002352,0.0,1560576
task_obj_remove_380621,plane,texture,0.2,0.000335,0.000425,55.1262,0.999951,0.00175,0.041755,0.002446,0.0,1560576
task_obj_remove_380621,plane,texture,0.4,0.000844,0.001736,49.1654,0.999802,0.00348,0.081041,0.00266,0.0,1560576
task_obj_remove_380621,plane,texture,0.7,0.002005,0.005495,44.4006,0.999403,0.006024,0.133498,0.002963,0.0,1560576
task_obj_remove_380621,plane,texture,1.1,0.003675,0.01394,40.6479,0.998573,0.009281,0.192952,0.003482,0.0,1560576
task_obj_remove_380621,plane,texture,1.6,0.006121,0.02867,37.6984,0.99716,0.013034,0.288194,0.004155,0.0,1560576
task_obj_remove_380621,plane,texture,2.2,0.009791,0.048636,35.4223,0.995152,0.016939,0.405284,0.00489,0.0,1560576
task_obj_remove_380621,plane,texture,3.141592653589793,0.015082,0.07672,33.3514,0.992147,0.021499,0.520466,0.005749,0.0,1560576
task_obj_remove_380621,plane,band,0.1,0.000224,0.000477,56.3288,0.999964,0.001523,0.036403,0.002396,0.0,1560576
task_obj_remove_380621,plane,band,0.2,0.000799,0.002209,50.3469,0.999855,0.003037,0.074136,0.002583,0.0,1560576
task_obj_remove_380621,plane,band,0.4,0.002771,0.01041,44.4039,0.999423,0.006022,0.152076,0.002998,0.0,1560576
task_obj_remove_380621,plane,band,0.7,0.006716,0.032157,39.706,0.998274,0.010344,0.269306,0.003648,0.0,1560576
task_obj_remove_380621,plane,band,1.1,0.015471,0.066994,36.0962,0.99595,0.015674,0.410037,0.004555,0.0,1560576
task_obj_remove_380621,plane,band,1.6,0.030495,0.106404,33.3944,0.992236,0.021393,0.534521,0.005587,0.0,1560576
task_obj_remove_380621,plane,band,2.2,0.045392,0.139578,31.5314,0.98773,0.026511,0.594323,0.006463,0.0,1560576
task_obj_remove_380621,plane,band,3.141592653589793,0.055843,0.15995,30.5234,0.984211,0.029773,0.59597,0.007023,0.0,1560576
task_obj_remove_380621,shared_plane,texture,0.1,2.9e-05,8.4e-05,61.6973,0.999991,0.000816,0.021544,0.002284,0.0,381
task_obj_remove_380621,shared_plane,texture,0.2,7.6e-05,0.000338,55.7356,0.999962,0.001631,0.04231,0.002356,0.0,381
task_obj_remove_380621,shared_plane,texture,0.4,0.000239,0.001371,49.7677,0.999848,0.003246,0.080892,0.002566,0.0,381
task_obj_remove_380621,shared_plane,texture,0.7,0.000655,0.004329,45.0152,0.999536,0.005613,0.131977,0.002878,0.0,381
task_obj_remove_380621,shared_plane,texture,1.1,0.001664,0.010957,41.2771,0.998878,0.008632,0.22373,0.00334,0.0,381
task_obj_remove_380621,shared_plane,texture,1.6,0.004734,0.022463,38.3397,0.997741,0.012106,0.33248,0.004011,0.0,381
task_obj_remove_380621,shared_plane,texture,2.2,0.009136,0.038352,36.0771,0.996118,0.015709,0.42491,0.004712,0.0,381
task_obj_remove_380621,shared_plane,texture,3.141592653589793,0.018684,0.061406,34.0507,0.99374,0.019836,0.445328,0.005592,0.0,381
task_obj_remove_380621,shared_plane,band,0.1,0.000102,0.000302,57.5242,0.999974,0.001326,0.029771,0.002317,0.0,381
task_obj_remove_380621,shared_plane,band,0.2,0.00042,0.001298,51.5414,0.999897,0.002646,0.057865,0.002487,0.0,381
task_obj_remove_380621,shared_plane,band,0.4,0.001975,0.005875,45.5947,0.999582,0.00525,0.113031,0.002857,0.0,381
task_obj_remove_380621,shared_plane,band,0.7,0.006952,0.019842,40.8955,0.998731,0.00902,0.192325,0.00349,0.0,381
task_obj_remove_380621,shared_plane,band,1.1,0.017132,0.046873,37.2761,0.996987,0.013683,0.282718,0.004335,0.0,381
task_obj_remove_380621,shared_plane,band,1.6,0.030578,0.081825,34.5695,0.994245,0.018686,0.367715,0.005357,0.0,381
task_obj_remove_380621,shared_plane,band,2.2,0.042004,0.112715,32.7184,0.991148,0.023125,0.4411,0.006307,0.0,381
task_obj_remove_380621,shared_plane,band,3.141592653589793,0.0447,0.128053,31.7374,0.989358,0.02589,0.526323,0.00685,0.0,381
task_obj_remove_380621,gain,texture,0.1,0.002133,0.003387,45.9266,0.999032,0.005053,0.098188,0.002871,0.0,774144
task_obj_remove_380621,gain,texture,0.2,0.006138,0.012712,39.9505,0.996162,0.010057,0.19648,0.00414,0.0,774144
task_obj_remove_380621,gain,texture,0.4,0.020136,0.043102,34.0177,0.985113,0.019912,0.396618,0.008097,0.0,774144
task_obj_remove_380621,gain,texture,0.7,0.047205,0.100619,29.2312,0.957136,0.034549,0.718197,0.016641,0.0,774144
task_obj_remove_380621,gain,texture,1.1,0.089745,0.183932,25.2418,0.902997,0.05469,0.90747,0.031156,0.0,774144
task_obj_remove_380621,gain,texture,1.6,0.137282,0.282834,21.6866,0.81587,0.082352,1.0,0.053115,0.0,774144
task_obj_remove_380621,gain,texture,2.2,0.197157,0.377448,18.428,0.697871,0.119839,1.0,0.0846,0.0,774144
task_obj_remove_380621,gain,texture,3.141592653589793,0.277497,0.480287,14.7014,0.523987,0.184047,1.0,0.149188,0.0,774144
task_obj_remove_380621,gain,band,0.1,0.008652,0.01331,41.3475,0.996804,0.008562,0.113586,0.003662,0.0,774144
task_obj_remove_380621,gain,band,0.2,0.029959,0.046974,35.3923,0.987454,0.016997,0.230317,0.006349,0.0,774144
task_obj_remove_380621,gain,band,0.4,0.073386,0.13288,29.4567,0.952413,0.033664,0.438939,0.014116,0.0,774144
task_obj_remove_380621,gain,band,0.7,0.131473,0.262315,24.5386,0.86756,0.059302,0.797609,0.030727,0.0,774144
task_obj_remove_380621,gain,band,1.1,0.208477,0.390495,20.2776,0.717093,0.096855,1.0,0.060992,0.0,774144
task_obj_remove_380621,gain,band,1.6,0.288283,0.483356,16.4898,0.518914,0.149799,1.0,0.114123,0.0,774144
task_obj_remove_380621,gain,band,2.2,0.345705,0.559339,13.207,0.333338,0.2186,1.0,0.203978,0.0,774144
task_obj_remove_380621,gain,band,3.141592653589793,0.420526,0.647357,9.7805,0.184136,0.324322,1.0,0.400678,0.0,774144
task_obj_swap_joint_mask_276754,plane,texture,0.1,5.7e-05,0.000265,57.7181,0.999954,0.001297,0.020201,0.040217,0.0,1560576
task_obj_swap_joint_mask_276754,plane,texture,0.2,0.000207,0.001013,51.7302,0.999816,0.002589,0.040082,0.040499,0.0,1560576
task_obj_swap_joint_mask_276754,plane,texture,0.4,0.000721,0.003778,45.7644,0.999272,0.005149,0.078099,0.041223,0.0,1560576
task_obj_swap_joint_mask_276754,plane,texture,0.7,0.002313,0.01033,41.024,0.997826,0.008887,0.128373,0.042726,0.0,1560576
task_obj_swap_joint_mask_276754,plane,texture,1.1,0.005486,0.022089,37.3377,0.994905,0.013586,0.210115,0.044702,0.0,1560576
task_obj_swap_joint_mask_276754,plane,texture,1.6,0.010102,0.037967,34.512,0.990203,0.01881,0.321609,0.047038,0.0,1560576
task_obj_swap_joint_mask_276754,plane,texture,2.2,0.016866,0.055244,32.4558,0.984288,0.023835,0.428363,0.049363,0.0,1560576
task_obj_swap_joint_mask_276754,plane,texture,3.141592653589793,0.025105,0.071705,30.9597,0.978271,0.028315,0.476394,0.051408,0.0,1560576
task_obj_swap_joint_mask_276754,plane,band,0.1,8.1e-05,0.000388,56.0043,0.999941,0.001581,0.028491,0.040775,0.0,1560576
task_obj_swap_joint_mask_276754,plane,band,0.2,0.00031,0.001539,50.0144,0.999765,0.003155,0.055946,0.041803,0.0,1560576
task_obj_swap_joint_mask_276754,plane,band,0.4,0.00142,0.005855,44.0608,0.999072,0.006265,0.106665,0.043302,0.0,1560576
task_obj_swap_joint_mask_276754,plane,band,0.7,0.006263,0.015858,39.3524,0.997232,0.010774,0.168597,0.045022,0.0,1560576
task_obj_swap_joint_mask_276754,plane,band,1.1,0.014852,0.032882,35.7271,0.993538,0.016354,0.261035,0.046678,0.0,1560576
task_obj_swap_joint_mask_276754,plane,band,1.6,0.0273,0.054378,33.01,0.987718,0.022361,0.369036,0.048943,0.0,1560576
task_obj_swap_joint_mask_276754,plane,band,2.2,0.040949,0.074544,31.1484,0.980837,0.027706,0.462944,0.051234,0.0,1560576
task_obj_swap_joint_mask_276754,plane,band,3.141592653589793,0.049872,0.087736,30.1584,0.975708,0.031051,0.53252,0.052942,0.0,1560576
task_obj_swap_joint_mask_276754,shared_plane,texture,0.1,6e-05,0.000225,58.112,0.999961,0.001239,0.014605,0.039677,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,texture,0.2,0.000368,0.00087,52.1249,0.999843,0.002474,0.029214,0.039847,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,texture,0.4,0.001234,0.003297,46.1533,0.999376,0.004923,0.058005,0.040389,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,texture,0.7,0.002548,0.009169,41.4056,0.998128,0.008505,0.098929,0.041551,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,texture,1.1,0.004425,0.019688,37.7122,0.995582,0.013013,0.147272,0.043607,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,texture,1.6,0.008051,0.034148,34.8821,0.991443,0.018026,0.209949,0.046296,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,texture,2.2,0.013123,0.050048,32.8268,0.986196,0.022838,0.277093,0.048812,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,texture,3.141592653589793,0.020513,0.0661,31.3349,0.980905,0.027118,0.367367,0.05099,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,band,0.1,0.000202,0.00032,56.4977,0.999951,0.001493,0.020302,0.039683,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,band,0.2,0.000928,0.001268,50.5078,0.999803,0.002981,0.040274,0.039941,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,band,0.4,0.002373,0.004875,44.5462,0.999216,0.005924,0.078435,0.04069,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,band,0.7,0.005185,0.013407,39.8246,0.997649,0.010203,0.128424,0.04229,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,band,1.1,0.011759,0.028175,36.1871,0.994474,0.015511,0.195112,0.04657,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,band,1.6,0.021037,0.047926,33.4631,0.989422,0.021225,0.268171,0.050807,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,band,2.2,0.032952,0.06792,31.5998,0.983399,0.026303,0.352876,0.053337,0.0,381
task_obj_swap_joint_mask_276754,shared_plane,band,3.141592653589793,0.043351,0.080716,30.614,0.978954,0.029464,0.409418,0.056426,0.0,381
task_obj_swap_joint_mask_276754,gain,texture,0.1,0.004435,0.008401,42.671,0.997402,0.007352,0.073127,0.042875,0.0,774144
task_obj_swap_joint_mask_276754,gain,texture,0.2,0.011354,0.027418,36.6457,0.989809,0.014713,0.143179,0.048027,0.0,774144
task_obj_swap_joint_mask_276754,gain,texture,0.4,0.028902,0.075122,30.5541,0.961614,0.029668,0.288125,0.06344,0.0,774144
task_obj_swap_joint_mask_276754,gain,texture,0.7,0.064424,0.144385,25.4396,0.896092,0.053459,0.516047,0.097103,0.0,774144
task_obj_swap_joint_mask_276754,gain,texture,1.1,0.112859,0.211972,20.987,0.788504,0.089258,0.723429,0.15697,0.0,774144
task_obj_swap_joint_mask_276754,gain,texture,1.6,0.17053,0.277858,16.9511,0.651231,0.142051,1.0,0.245731,0.0,774144
task_obj_swap_joint_mask_276754,gain,texture,2.2,0.229403,0.349493,13.2855,0.507758,0.216632,1.0,0.356359,0.0,774144
task_obj_swap_joint_mask_276754,gain,texture,3.141592653589793,0.304899,0.427387,9.491,0.364599,0.335313,1.0,0.530576,0.0,774144
task_obj_swap_joint_mask_276754,gain,band,0.1,0.008226,0.011474,41.0254,0.996505,0.008886,0.090905,0.044057,0.0,774144
task_obj_swap_joint_mask_276754,gain,band,0.2,0.020823,0.036313,35.0105,0.986414,0.017761,0.179255,0.049956,0.0,774144
task_obj_swap_joint_mask_276754,gain,band,0.4,0.056157,0.095714,28.9196,0.949699,0.035811,0.351807,0.075373,0.0,774144
task_obj_swap_joint_mask_276754,gain,band,0.7,0.112983,0.177478,23.7935,0.867285,0.064614,0.613213,0.118988,0.0,774144
task_obj_swap_joint_mask_276754,gain,band,1.1,0.17661,0.25133,19.3726,0.738635,0.10749,0.936892,0.199328,0.0,774144
task_obj_swap_joint_mask_276754,gain,band,1.6,0.247516,0.324563,15.4411,0.582943,0.169022,1.0,0.31034,0.0,774144
task_obj_swap_joint_mask_276754,gain,band,2.2,0.311791,0.399609,11.9589,0.429723,0.252379,1.0,0.441299,0.0,774144
task_obj_swap_joint_mask_276754,gain,band,3.141592653589793,0.372115,0.474458,8.5362,0.289659,0.374273,1.0,0.633677,0.0,774144
task_obj_swap_joint_mask_533428,plane,texture,0.1,9e-06,0.000144,57.7782,0.999983,0.001288,0.025215,0.002001,0.0,1560576
task_obj_swap_joint_mask_533428,plane,texture,0.2,4e-05,0.00058,51.793,0.99993,0.002571,0.050625,0.00221,0.0,1560576
task_obj_swap_joint_mask_533428,plane,texture,0.4,0.000174,0.002376,45.8239,0.999719,0.005114,0.101159,0.002872,0.0,1560576
task_obj_swap_joint_mask_533428,plane,texture,0.7,0.000603,0.007313,41.0635,0.999146,0.008847,0.173025,0.004033,0.0,1560576
task_obj_swap_joint_mask_533428,plane,texture,1.1,0.001818,0.017407,37.3236,0.997942,0.013608,0.253067,0.00563,0.0,1560576
task_obj_swap_joint_mask_533428,plane,texture,1.6,0.004079,0.033396,34.3798,0.995856,0.019099,0.364997,0.007477,0.0,1560576
task_obj_swap_joint_mask_533428,plane,texture,2.2,0.007361,0.053808,32.1029,0.992836,0.024823,0.467244,0.009361,0.0,1560576
task_obj_swap_joint_mask_533428,plane,texture,3.141592653589793,0.014658,0.080539,30.0501,0.988318,0.031441,0.532321,0.011632,0.0,1560576
task_obj_swap_joint_mask_533428,plane,band,0.1,3.9e-05,0.000484,53.0985,0.999954,0.002211,0.040592,0.002145,0.0,1560576
task_obj_swap_joint_mask_533428,plane,band,0.2,0.000188,0.002068,47.1133,0.999813,0.004408,0.079027,0.002686,0.0,1560576
task_obj_swap_joint_mask_533428,plane,band,0.4,0.001126,0.008682,41.1772,0.999255,0.008732,0.147911,0.00405,0.0,1560576
task_obj_swap_joint_mask_533428,plane,band,0.7,0.005276,0.02565,36.4913,0.997763,0.014977,0.243754,0.006322,0.0,1560576
task_obj_swap_joint_mask_533428,plane,band,1.1,0.012331,0.053974,32.8906,0.994719,0.022671,0.381736,0.009229,0.0,1560576
task_obj_swap_joint_mask_533428,plane,band,1.6,0.023881,0.087678,30.1898,0.989795,0.030939,0.588333,0.012239,0.0,1560576
task_obj_swap_joint_mask_533428,plane,band,2.2,0.037316,0.119019,28.3393,0.983786,0.038285,0.682353,0.014565,0.0,1560576
task_obj_swap_joint_mask_533428,plane,band,3.141592653589793,0.046787,0.139244,27.3527,0.979112,0.042891,0.715147,0.015976,0.0,1560576
task_obj_swap_joint_mask_533428,shared_plane,texture,0.1,2e-05,0.000122,58.8673,0.999987,0.001135,0.023005,0.001991,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,texture,0.2,0.000105,0.00049,52.8848,0.999947,0.002266,0.045149,0.002195,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,texture,0.4,0.00035,0.001991,46.9144,0.999786,0.00451,0.086456,0.002791,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,texture,0.7,0.000863,0.006168,42.1449,0.999344,0.007811,0.147181,0.003774,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,texture,1.1,0.001969,0.014844,38.3885,0.9984,0.012038,0.232377,0.005229,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,texture,1.6,0.004209,0.028866,35.422,0.996725,0.016939,0.328551,0.006919,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,texture,2.2,0.00818,0.047171,33.1219,0.994237,0.022075,0.414903,0.008746,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,texture,3.141592653589793,0.014155,0.072131,31.0432,0.990397,0.028044,0.480998,0.010933,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,band,0.1,5.6e-05,0.000433,53.9171,0.999965,0.002012,0.033957,0.002145,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,band,0.2,0.000202,0.001894,47.9313,0.999861,0.004011,0.065894,0.002673,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,band,0.4,0.000998,0.008254,41.9891,0.999437,0.007953,0.124607,0.003943,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,band,0.7,0.004521,0.024376,37.2912,0.998282,0.013659,0.220434,0.00604,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,band,1.1,0.010979,0.051031,33.6731,0.995842,0.020718,0.335172,0.00862,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,band,1.6,0.022168,0.084234,30.9605,0.991694,0.028312,0.432847,0.01137,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,band,2.2,0.036143,0.115663,29.1023,0.986318,0.035066,0.497603,0.013908,0.0,381
task_obj_swap_joint_mask_533428,shared_plane,band,3.141592653589793,0.050033,0.133598,28.1229,0.981947,0.039251,0.617061,0.015474,0.0,381
task_obj_swap_joint_mask_533428,gain,texture,0.1,0.001245,0.004075,43.2249,0.998506,0.006898,0.082353,0.003897,0.0,774144
task_obj_swap_joint_mask_533428,gain,texture,0.2,0.004744,0.014907,37.2747,0.994123,0.013685,0.163021,0.007455,0.0,774144
task_obj_swap_joint_mask_533428,gain,texture,0.4,0.020225,0.049721,31.3556,0.977375,0.027053,0.30581,0.015759,0.0,774144
