image,variant,gate,sign,theta,gate_mean,dists,lpips,psnr,ssim,rms,linf,zero_pair_frac,delta_within_1
task_obj_swap_joint_mask_533428,pre_float,texture,coherent,0.08,0.64339,0.003471,0.004377,42.9357,0.998444,0.007131,0.081069,,
task_obj_swap_joint_mask_533428,pre_float,texture,coherent,0.3,0.64339,0.021633,0.037722,33.6338,0.985759,0.020812,0.240363,,
task_obj_swap_joint_mask_533428,pre_float,texture,coherent,0.6,0.64339,0.074891,0.126625,27.9221,0.947955,0.040169,0.487318,,
task_obj_swap_joint_mask_533428,pre_float,texture,coherent,1.2,0.64339,0.175,0.326917,22.2338,0.823245,0.077323,0.861547,,
task_obj_swap_joint_mask_533428,pre_float,texture,coherent,2.0,0.64339,0.264973,0.476736,18.3476,0.618066,0.120954,1.0,,
task_obj_swap_joint_mask_533428,pre_float,texture,coherent,3.1416,0.64339,0.315351,0.55828,15.6587,0.376904,0.164841,1.0,,
task_obj_swap_joint_mask_533428,pre_deliver,texture,random,0.08,0.64339,0.006696,0.055513,35.3068,0.990559,0.017165,0.164033,,
task_obj_swap_joint_mask_533428,pre_deliver,texture,random,0.3,0.64339,0.022306,0.079234,31.6815,0.978138,0.026057,0.27893,,
task_obj_swap_joint_mask_533428,pre_deliver,texture,random,0.6,0.64339,0.06167,0.149972,27.2768,0.941052,0.043267,0.519487,,
task_obj_swap_joint_mask_533428,pre_deliver,texture,random,1.2,0.64339,0.165037,0.328289,22.0259,0.818993,0.079196,0.956422,,
task_obj_swap_joint_mask_533428,pre_deliver,texture,random,2.0,0.64339,0.255923,0.472297,18.262,0.618068,0.122151,1.0,,
task_obj_swap_joint_mask_533428,pre_deliver,texture,random,3.1416,0.64339,0.311866,0.55815,15.6433,0.379144,0.165134,1.0,,
task_obj_swap_joint_mask_533428,pre_deliver,texture,coherent,0.08,0.64339,0.006686,0.056269,35.3206,0.990552,0.017138,0.164033,,
task_obj_swap_joint_mask_533428,pre_deliver,texture,coherent,0.3,0.64339,0.023898,0.081905,31.7426,0.978261,0.025874,0.278447,,
task_obj_swap_joint_mask_533428,pre_deliver,texture,coherent,0.6,0.64339,0.074649,0.160372,27.3607,0.941316,0.042851,0.463332,,
task_obj_swap_joint_mask_533428,pre_deliver,texture,coherent,1.2,0.64339,0.176102,0.339699,22.1025,0.818704,0.078501,0.929412,,
task_obj_swap_joint_mask_533428,pre_deliver,texture,coherent,2.0,0.64339,0.266521,0.48205,18.3106,0.616195,0.12147,1.0,,
task_obj_swap_joint_mask_533428,pre_deliver,texture,coherent,3.1416,0.64339,0.315741,0.561612,15.6538,0.378075,0.164933,1.0,,
task_obj_swap_joint_mask_533428,post_int,texture,random,0.08,0.64339,0.007411,0.055885,35.3387,0.990551,0.017102,0.137563,0.675822,0.992289
task_obj_swap_joint_mask_533428,post_int,texture,random,0.3,0.64339,0.024076,0.081088,31.7033,0.976833,0.025991,0.281536,0.675822,0.964265
task_obj_swap_joint_mask_533428,post_int,texture,random,0.6,0.64339,0.068138,0.159886,27.1967,0.93579,0.043668,0.531348,0.675822,0.934224
task_obj_swap_joint_mask_533428,post_int,texture,random,1.2,0.64339,0.178334,0.345861,21.9198,0.807284,0.08017,0.878557,0.675822,0.890831
task_obj_swap_joint_mask_533428,post_int,texture,random,2.0,0.64339,0.268745,0.484046,18.1837,0.605458,0.123258,1.0,0.675822,0.851182
task_obj_swap_joint_mask_533428,post_int,texture,random,3.1416,0.64339,0.321409,0.561483,15.535,0.368389,0.167204,1.0,0.675822,0.804036
task_obj_swap_joint_mask_533428,post_int,texture,coherent,0.08,0.64339,0.007157,0.056067,35.3406,0.990501,0.017099,0.142325,0.675822,0.992254
task_obj_swap_joint_mask_533428,post_int,texture,coherent,0.3,0.64339,0.027607,0.084374,31.7545,0.976858,0.025839,0.262438,0.675822,0.964385
task_obj_swap_joint_mask_533428,post_int,texture,coherent,0.6,0.64339,0.084135,0.168589,27.2549,0.935963,0.043376,0.474636,0.675822,0.934088
task_obj_swap_joint_mask_533428,post_int,texture,coherent,1.2,0.64339,0.187399,0.357133,21.9698,0.807261,0.079709,0.895034,0.675822,0.890828
task_obj_swap_joint_mask_533428,post_int,texture,coherent,2.0,0.64339,0.275606,0.493296,18.2084,0.605282,0.122909,1.0,0.675822,0.850961
task_obj_swap_joint_mask_533428,post_int,texture,coherent,3.1416,0.64339,0.326366,0.567834,15.5274,0.367698,0.167351,1.0,0.675822,0.803911
task_obj_swap_rand_mask_417469,pre_float,band,random,0.08,1.0,0.009842,0.011056,40.1242,0.995951,0.009858,0.170751,,
task_obj_swap_rand_mask_417469,pre_float,band,random,0.3,1.0,0.097433,0.109711,30.8511,0.966301,0.028671,0.413107,,
task_obj_swap_rand_mask_417469,pre_float,band,random,0.6,1.0,0.218014,0.278503,25.186,0.888708,0.055043,0.818638,,
task_obj_swap_rand_mask_417469,pre_float,band,random,1.2,1.0,0.366585,0.503522,19.7032,0.678199,0.103476,1.0,,
task_obj_swap_rand_mask_417469,pre_float,band,random,2.0,1.0,0.413061,0.589682,16.3495,0.409005,0.152238,1.0,,
task_obj_swap_rand_mask_417469,pre_float,band,random,3.1416,1.0,0.374445,0.547249,14.9228,0.242154,0.179416,1.0,,
task_obj_swap_rand_mask_417469,pre_float,band,coherent,0.08,1.0,0.010057,0.012114,40.2144,0.996035,0.009756,0.171232,,
task_obj_swap_rand_mask_417469,pre_float,band,coherent,0.3,1.0,0.106039,0.117326,30.9975,0.967071,0.028192,0.396263,,
task_obj_swap_rand_mask_417469,pre_float,band,coherent,0.6,1.0,0.23414,0.29307,25.334,0.890121,0.054113,0.818638,,
task_obj_swap_rand_mask_417469,pre_float,band,coherent,1.2,1.0,0.364331,0.512017,19.802,0.678931,0.102305,1.0,,
task_obj_swap_rand_mask_417469,pre_float,band,coherent,2.0,1.0,0.403468,0.594664,16.3808,0.409429,0.151691,1.0,,
task_obj_swap_rand_mask_417469,pre_float,band,coherent,3.1416,1.0,0.374445,0.547249,14.9228,0.242154,0.179416,1.0,,
task_obj_swap_rand_mask_417469,pre_deliver,band,random,0.08,1.0,0.012037,0.050855,35.7065,0.98581,0.016393,0.216867,,
task_obj_swap_rand_mask_417469,pre_deliver,band,random,0.3,1.0,0.098242,0.137222,30.0414,0.957286,0.031472,0.478301,,
task_obj_swap_rand_mask_417469,pre_deliver,band,random,0.6,1.0,0.216794,0.29255,24.9762,0.882004,0.056388,0.817506,,
task_obj_swap_rand_mask_417469,pre_deliver,band,random,1.2,1.0,0.366258,0.504217,19.6579,0.674907,0.104017,1.0,,
task_obj_swap_rand_mask_417469,pre_deliver,band,random,2.0,1.0,0.413738,0.586291,16.3488,0.409421,0.152251,1.0,,
task_obj_swap_rand_mask_417469,pre_deliver,band,random,3.1416,1.0,0.374265,0.54534,14.9257,0.243922,0.179355,1.0,,
task_obj_swap_rand_mask_417469,pre_deliver,band,coherent,0.08,1.0,0.012659,0.050702,35.7345,0.985889,0.016341,0.255885,,
task_obj_swap_rand_mask_417469,pre_deliver,band,coherent,0.3,1.0,0.106398,0.142027,30.164,0.957925,0.031031,0.363944,,
task_obj_swap_rand_mask_417469,pre_deliver,band,coherent,0.6,1.0,0.234928,0.306202,25.1085,0.883034,0.055536,0.817506,,
task_obj_swap_rand_mask_417469,pre_deliver,band,coherent,1.2,1.0,0.365829,0.513339,19.752,0.675221,0.102896,1.0,,
task_obj_swap_rand_mask_417469,pre_deliver,band,coherent,2.0,1.0,0.404615,0.589541,16.376,0.409678,0.151774,1.0,,
task_obj_swap_rand_mask_417469,pre_deliver,band,coherent,3.1416,1.0,0.374265,0.54534,14.9257,0.243922,0.179355,1.0,,
task_obj_swap_rand_mask_417469,post_int,band,random,0.08,1.0,0.012902,0.050145,35.708,0.985656,0.016391,0.201927,0.749901,0.989548
task_obj_swap_rand_mask_417469,post_int,band,random,0.3,1.0,0.104013,0.147729,29.7852,0.953501,0.032414,0.459392,0.749901,0.956473
task_obj_swap_rand_mask_417469,post_int,band,random,0.6,1.0,0.230257,0.32296,24.5325,0.867223,0.059344,0.788794,0.749901,0.924758
task_obj_swap_rand_mask_417469,post_int,band,random,1.2,1.0,0.372329,0.518865,19.4258,0.656521,0.106835,1.0,0.749901,0.874491
task_obj_swap_rand_mask_417469,post_int,band,random,2.0,1.0,0.415314,0.586744,16.3039,0.40573,0.153039,1.0,0.749901,0.859753
task_obj_swap_rand_mask_417469,post_int,band,random,3.1416,1.0,0.374265,0.54534,14.9257,0.243922,0.179355,1.0,0.749901,0.809198
task_obj_swap_rand_mask_417469,post_int,band,coherent,0.08,1.0,0.012012,0.051055,35.7193,0.985643,0.016369,0.19988,0.749901,0.989505
task_obj_swap_rand_mask_417469,post_int,band,coherent,0.3,1.0,0.111831,0.151008,29.874,0.95383,0.032085,0.367216,0.749901,0.956674
task_obj_swap_rand_mask_417469,post_int,band,coherent,0.6,1.0,0.244154,0.337397,24.6554,0.868556,0.05851,0.788794,0.749901,0.92472
task_obj_swap_rand_mask_417469,post_int,band,coherent,1.2,1.0,0.371191,0.527262,19.5007,0.658393,0.105917,1.0,0.749901,0.87475
task_obj_swap_rand_mask_417469,post_int,band,coherent,2.0,1.0,0.405011,0.59013,16.3331,0.408252,0.152525,1.0,0.749901,0.859352
task_obj_swap_rand_mask_417469,post_int,band,coherent,3.1416,1.0,0.374265,0.54534,14.9257,0.243922,0.179355,1.0,0.749901,0.809198
task_obj_swap_rand_mask_417469,pre_float,texture,random,0.08,0.58784,0.002059,0.004197,42.5632,0.997669,0.007444,0.152784,,
task_obj_swap_rand_mask_417469,pre_float,texture,random,0.3,0.58784,0.012433,0.029245,35.9215,0.988029,0.015993,0.223246,,
task_obj_swap_rand_mask_417469,pre_float,texture,random,0.6,0.58784,0.046755,0.099782,30.5511,0.960083,0.029678,0.42617,,
task_obj_swap_rand_mask_417469,pre_float,texture,random,1.2,0.58784,0.124487,0.270122,24.9788,0.87206,0.056371,0.848742,,
task_obj_swap_rand_mask_417469,pre_float,texture,random,2.0,0.58784,0.223967,0.416312,21.1465,0.728486,0.087634,1.0,,
task_obj_swap_rand_mask_417469,pre_float,texture,random,3.1416,0.58784,0.310827,0.508721,18.4857,0.54851,0.119047,1.0,,
task_obj_swap_rand_mask_417469,pre_float,texture,coherent,0.08,0.58784,0.001889,0.004298,42.5962,0.997684,0.007416,0.14651,,
task_obj_swap_rand_mask_417469,pre_float,texture,coherent,0.3,0.58784,0.012287,0.030597,36.0217,0.988223,0.015809,0.215553,,
task_obj_swap_rand_mask_417469,pre_float,texture,coherent,0.6,0.58784,0.048019,0.103608,30.6758,0.96068,0.029256,0.419078,,
task_obj_swap_rand_mask_417469,pre_float,texture,coherent,1.2,0.58784,0.134698,0.284067,25.1041,0.873111,0.055564,0.848742,,
task_obj_swap_rand_mask_417469,pre_float,texture,coherent,2.0,0.58784,0.235644,0.431633,21.2285,0.729053,0.086811,1.0,,
task_obj_swap_rand_mask_417469,pre_float,texture,coherent,3.1416,0.58784,0.316854,0.514904,18.5203,0.548824,0.118573,1.0,,
task_obj_swap_rand_mask_417469,pre_deliver,texture,random,0.08,0.58784,0.004739,0.044713,36.4299,0.987452,0.015083,0.211491,,
task_obj_swap_rand_mask_417469,pre_deliver,texture,random,0.3,0.58784,0.014338,0.065021,33.7153,0.97827,0.020617,0.266589,,
task_obj_swap_rand_mask_417469,pre_deliver,texture,random,0.6,0.58784,0.047292,0.125593,29.8142,0.951431,0.032306,0.448539,,
task_obj_swap_rand_mask_417469,pre_deliver,texture,random,1.2,0.58784,0.124335,0.28059,24.7892,0.865701,0.057615,0.854902,,
task_obj_swap_rand_mask_417469,pre_deliver,texture,random,2.0,0.58784,0.223839,0.416221,21.0821,0.72521,0.088287,1.0,,
task_obj_swap_rand_mask_417469,pre_deliver,texture,random,3.1416,0.58784,0.311866,0.506215,18.4662,0.548272,0.119314,1.0,,
task_obj_swap_rand_mask_417469,pre_deliver,texture,coherent,0.08,0.58784,0.004117,0.044206,36.4419,0.987495,0.015062,0.19934,,
task_obj_swap_rand_mask_417469,pre_deliver,texture,coherent,0.3,0.58784,0.012423,0.064664,33.7667,0.978434,0.020496,0.266589,,
task_obj_swap_rand_mask_417469,pre_deliver,texture,coherent,0.6,0.58784,0.048732,0.125849,29.9139,0.95187,0.031938,0.448539,,
task_obj_swap_rand_mask_417469,pre_deliver,texture,coherent,1.2,0.58784,0.13674,0.292908,24.9009,0.866552,0.05688,0.854902,,
task_obj_swap_rand_mask_417469,pre_deliver,texture,coherent,2.0,0.58784,0.237661,0.431221,21.1598,0.725362,0.087501,1.0,,
task_obj_swap_rand_mask_417469,pre_deliver,texture,coherent,3.1416,0.58784,0.318244,0.511281,18.4997,0.548501,0.118854,1.0,,
task_obj_swap_rand_mask_417469,post_int,texture,random,0.08,0.58784,0.004618,0.044359,36.4387,0.987469,0.015068,0.197354,0.749901,0.996785
task_obj_swap_rand_mask_417469,post_int,texture,random,0.3,0.58784,0.015784,0.067291,33.5589,0.977293,0.020992,0.273365,0.749901,0.977559
task_obj_swap_rand_mask_417469,post_int,texture,random,0.6,0.58784,0.053894,0.135984,29.5588,0.947779,0.03327,0.477309,0.749901,0.957057
task_obj_swap_rand_mask_417469,post_int,texture,random,1.2,0.58784,0.136793,0.297505,24.4782,0.854324,0.059716,0.917651,0.749901,0.92602
task_obj_swap_rand_mask_417469,post_int,texture,random,2.0,0.58784,0.232609,0.42868,20.893,0.711979,0.09023,1.0,0.749901,0.895787
task_obj_swap_rand_mask_417469,post_int,texture,random,3.1416,0.58784,0.310535,0.512161,18.3726,0.539991,0.120606,1.0,0.749901,0.862706
task_obj_swap_rand_mask_417469,post_int,texture,coherent,0.08,0.58784,0.004356,0.044547,36.434,0.987452,0.015076,0.199312,0.749901,0.996788
task_obj_swap_rand_mask_417469,post_int,texture,coherent,0.3,0.58784,0.014058,0.066332,33.5852,0.977263,0.020928,0.273365,0.749901,0.977644
task_obj_swap_rand_mask_417469,post_int,texture,coherent,0.6,0.58784,0.052924,0.137535,29.6187,0.947842,0.033042,0.477309,0.749901,0.956961
task_obj_swap_rand_mask_417469,post_int,texture,coherent,1.2,0.58784,0.149911,0.309904,24.5565,0.854462,0.05918,0.87147,0.749901,0.925892
task_obj_swap_rand_mask_417469,post_int,texture,coherent,2.0,0.58784,0.245311,0.443331,20.9458,0.71229,0.089683,1.0,0.749901,0.895819
task_obj_swap_rand_mask_417469,post_int,texture,coherent,3.1416,0.58784,0.319229,0.518173,18.3972,0.540905,0.120266,1.0,0.749901,0.862697
